,confirmed,country,date,lat,lon,province_state,deaths,recovered,active
0,0,Afghanistan,2020-01-22,33.0,65.0,,0,0,0
1,0,Afghanistan,2020-01-23,33.0,65.0,,0,0,0
2,0,Afghanistan,2020-01-24,33.0,65.0,,0,0,0
3,0,Afghanistan,2020-01-25,33.0,65.0,,0,0,0
4,0,Afghanistan,2020-01-26,33.0,65.0,,0,0,0
5,0,Afghanistan,2020-01-27,33.0,65.0,,0,0,0
6,0,Afghanistan,2020-01-28,33.0,65.0,,0,0,0
7,0,Afghanistan,2020-01-29,33.0,65.0,,0,0,0
8,0,Afghanistan,2020-01-30,33.0,65.0,,0,0,0
9,0,Afghanistan,2020-01-31,33.0,65.0,,0,0,0
10,0,Afghanistan,2020-02-01,33.0,65.0,,0,0,0
11,0,Afghanistan,2020-02-02,33.0,65.0,,0,0,0
12,0,Afghanistan,2020-02-03,33.0,65.0,,0,0,0
13,0,Afghanistan,2020-02-04,33.0,65.0,,0,0,0
14,0,Afghanistan,2020-02-05,33.0,65.0,,0,0,0
15,0,Afghanistan,2020-02-06,33.0,65.0,,0,0,0
16,0,Afghanistan,2020-02-07,33.0,65.0,,0,0,0
17,0,Afghanistan,2020-02-08,33.0,65.0,,0,0,0
18,0,Afghanistan,2020-02-09,33.0,65.0,,0,0,0
19,0,Afghanistan,2020-02-10,33.0,65.0,,0,0,0
20,0,Afghanistan,2020-02-11,33.0,65.0,,0,0,0
21,0,Afghanistan,2020-02-12,33.0,65.0,,0,0,0
22,0,Afghanistan,2020-02-13,33.0,65.0,,0,0,0
23,0,Afghanistan,2020-02-14,33.0,65.0,,0,0,0
24,0,Afghanistan,2020-02-15,33.0,65.0,,0,0,0
25,0,Afghanistan,2020-02-16,33.0,65.0,,0,0,0
26,0,Afghanistan,2020-02-17,33.0,65.0,,0,0,0
27,0,Afghanistan,2020-02-18,33.0,65.0,,0,0,0
28,0,Afghanistan,2020-02-19,33.0,65.0,,0,0,0
29,0,Afghanistan,2020-02-20,33.0,65.0,,0,0,0
30,0,Afghanistan,2020-02-21,33.0,65.0,,0,0,0
31,0,Afghanistan,2020-02-22,33.0,65.0,,0,0,0
32,0,Afghanistan,2020-02-23,33.0,65.0,,0,0,0
33,1,Afghanistan,2020-02-24,33.0,65.0,,0,0,1
34,1,Afghanistan,2020-02-25,33.0,65.0,,0,0,1
35,1,Afghanistan,2020-02-26,33.0,65.0,,0,0,1
36,1,Afghanistan,2020-02-27,33.0,65.0,,0,0,1
37,1,Afghanistan,2020-02-28,33.0,65.0,,0,0,1
38,1,Afghanistan,2020-02-29,33.0,65.0,,0,0,1
39,1,Afghanistan,2020-03-01,33.0,65.0,,0,0,1
40,1,Afghanistan,2020-03-02,33.0,65.0,,0,0,1
41,1,Afghanistan,2020-03-03,33.0,65.0,,0,0,1
42,1,Afghanistan,2020-03-04,33.0,65.0,,0,0,1
43,1,Afghanistan,2020-03-05,33.0,65.0,,0,0,1
44,1,Afghanistan,2020-03-06,33.0,65.0,,0,0,1
45,1,Afghanistan,2020-03-07,33.0,65.0,,0,0,1
46,4,Afghanistan,2020-03-08,33.0,65.0,,0,0,4
47,4,Afghanistan,2020-03-09,33.0,65.0,,0,0,4
48,5,Afghanistan,2020-03-10,33.0,65.0,,0,0,5
49,7,Afghanistan,2020-03-11,33.0,65.0,,0,0,7
50,7,Afghanistan,2020-03-12,33.0,65.0,,0,0,7
51,7,Afghanistan,2020-03-13,33.0,65.0,,0,0,7
52,11,Afghanistan,2020-03-14,33.0,65.0,,0,0,11
53,16,Afghanistan,2020-03-15,33.0,65.0,,0,0,16
54,21,Afghanistan,2020-03-16,33.0,65.0,,0,1,20
55,22,Afghanistan,2020-03-17,33.0,65.0,,0,1,21
56,22,Afghanistan,2020-03-18,33.0,65.0,,0,1,21
57,22,Afghanistan,2020-03-19,33.0,65.0,,0,1,21
58,24,Afghanistan,2020-03-20,33.0,65.0,,0,1,23
59,24,Afghanistan,2020-03-21,33.0,65.0,,0,1,23
60,40,Afghanistan,2020-03-22,33.0,65.0,,1,1,38
61,40,Afghanistan,2020-03-23,33.0,65.0,,1,1,38
62,74,Afghanistan,2020-03-24,33.0,65.0,,1,1,72
63,84,Afghanistan,2020-03-25,33.0,65.0,,2,2,80
64,94,Afghanistan,2020-03-26,33.0,65.0,,4,2,88
65,110,Afghanistan,2020-03-27,33.0,65.0,,4,2,104
66,110,Afghanistan,2020-03-28,33.0,65.0,,4,2,104
67,120,Afghanistan,2020-03-29,33.0,65.0,,4,2,114
68,170,Afghanistan,2020-03-30,33.0,65.0,,4,2,164
69,174,Afghanistan,2020-03-31,33.0,65.0,,4,5,165
70,237,Afghanistan,2020-04-01,33.0,65.0,,4,5,228
71,273,Afghanistan,2020-04-02,33.0,65.0,,6,10,257
72,281,Afghanistan,2020-04-03,33.0,65.0,,6,10,265
73,299,Afghanistan,2020-04-04,33.0,65.0,,7,10,282
74,349,Afghanistan,2020-04-05,33.0,65.0,,7,15,327
75,367,Afghanistan,2020-04-06,33.0,65.0,,11,18,338
76,423,Afghanistan,2020-04-07,33.0,65.0,,14,18,391
77,444,Afghanistan,2020-04-08,33.0,65.0,,14,29,401
78,484,Afghanistan,2020-04-09,33.0,65.0,,15,32,437
79,521,Afghanistan,2020-04-10,33.0,65.0,,15,32,474
80,555,Afghanistan,2020-04-11,33.0,65.0,,18,32,505
81,607,Afghanistan,2020-04-12,33.0,65.0,,18,32,557
82,665,Afghanistan,2020-04-13,33.0,65.0,,21,32,612
83,714,Afghanistan,2020-04-14,33.0,65.0,,23,40,651
84,784,Afghanistan,2020-04-15,33.0,65.0,,25,43,716
85,840,Afghanistan,2020-04-16,33.0,65.0,,30,54,756
86,906,Afghanistan,2020-04-17,33.0,65.0,,30,99,777
87,933,Afghanistan,2020-04-18,33.0,65.0,,30,112,791
88,996,Afghanistan,2020-04-19,33.0,65.0,,33,131,832
89,1026,Afghanistan,2020-04-20,33.0,65.0,,36,135,855
90,1092,Afghanistan,2020-04-21,33.0,65.0,,36,150,906
91,1176,Afghanistan,2020-04-22,33.0,65.0,,40,166,970
92,1279,Afghanistan,2020-04-23,33.0,65.0,,42,179,1058
93,1351,Afghanistan,2020-04-24,33.0,65.0,,43,188,1120
94,1463,Afghanistan,2020-04-25,33.0,65.0,,47,188,1228
95,1531,Afghanistan,2020-04-26,33.0,65.0,,50,207,1274
96,1703,Afghanistan,2020-04-27,33.0,65.0,,57,220,1426
97,1828,Afghanistan,2020-04-28,33.0,65.0,,58,228,1542
98,1939,Afghanistan,2020-04-29,33.0,65.0,,60,252,1627
99,2171,Afghanistan,2020-04-30,33.0,65.0,,64,260,1847
100,2335,Afghanistan,2020-05-01,33.0,65.0,,68,310,1957
101,2469,Afghanistan,2020-05-02,33.0,65.0,,72,331,2066
102,2704,Afghanistan,2020-05-03,33.0,65.0,,85,345,2274
103,0,Albania,2020-01-22,41.1533,20.1683,,0,0,0
104,0,Albania,2020-01-23,41.1533,20.1683,,0,0,0
105,0,Albania,2020-01-24,41.1533,20.1683,,0,0,0
106,0,Albania,2020-01-25,41.1533,20.1683,,0,0,0
107,0,Albania,2020-01-26,41.1533,20.1683,,0,0,0
108,0,Albania,2020-01-27,41.1533,20.1683,,0,0,0
109,0,Albania,2020-01-28,41.1533,20.1683,,0,0,0
110,0,Albania,2020-01-29,41.1533,20.1683,,0,0,0
111,0,Albania,2020-01-30,41.1533,20.1683,,0,0,0
112,0,Albania,2020-01-31,41.1533,20.1683,,0,0,0
113,0,Albania,2020-02-01,41.1533,20.1683,,0,0,0
114,0,Albania,2020-02-02,41.1533,20.1683,,0,0,0
115,0,Albania,2020-02-03,41.1533,20.1683,,0,0,0
116,0,Albania,2020-02-04,41.1533,20.1683,,0,0,0
117,0,Albania,2020-02-05,41.1533,20.1683,,0,0,0
118,0,Albania,2020-02-06,41.1533,20.1683,,0,0,0
119,0,Albania,2020-02-07,41.1533,20.1683,,0,0,0
120,0,Albania,2020-02-08,41.1533,20.1683,,0,0,0
121,0,Albania,2020-02-09,41.1533,20.1683,,0,0,0
122,0,Albania,2020-02-10,41.1533,20.1683,,0,0,0
123,0,Albania,2020-02-11,41.1533,20.1683,,0,0,0
124,0,Albania,2020-02-12,41.1533,20.1683,,0,0,0
125,0,Albania,2020-02-13,41.1533,20.1683,,0,0,0
126,0,Albania,2020-02-14,41.1533,20.1683,,0,0,0
127,0,Albania,2020-02-15,41.1533,20.1683,,0,0,0
128,0,Albania,2020-02-16,41.1533,20.1683,,0,0,0
129,0,Albania,2020-02-17,41.1533,20.1683,,0,0,0
130,0,Albania,2020-02-18,41.1533,20.1683,,0,0,0
131,0,Albania,2020-02-19,41.1533,20.1683,,0,0,0
132,0,Albania,2020-02-20,41.1533,20.1683,,0,0,0
133,0,Albania,2020-02-21,41.1533,20.1683,,0,0,0
134,0,Albania,2020-02-22,41.1533,20.1683,,0,0,0
135,0,Albania,2020-02-23,41.1533,20.1683,,0,0,0
136,0,Albania,2020-02-24,41.1533,20.1683,,0,0,0
137,0,Albania,2020-02-25,41.1533,20.1683,,0,0,0
138,0,Albania,2020-02-26,41.1533,20.1683,,0,0,0
139,0,Albania,2020-02-27,41.1533,20.1683,,0,0,0
140,0,Albania,2020-02-28,41.1533,20.1683,,0,0,0
141,0,Albania,2020-02-29,41.1533,20.1683,,0,0,0
142,0,Albania,2020-03-01,41.1533,20.1683,,0,0,0
143,0,Albania,2020-03-02,41.1533,20.1683,,0,0,0
144,0,Albania,2020-03-03,41.1533,20.1683,,0,0,0
145,0,Albania,2020-03-04,41.1533,20.1683,,0,0,0
146,0,Albania,2020-03-05,41.1533,20.1683,,0,0,0
147,0,Albania,2020-03-06,41.1533,20.1683,,0,0,0
148,0,Albania,2020-03-07,41.1533,20.1683,,0,0,0
149,0,Albania,2020-03-08,41.1533,20.1683,,0,0,0
150,2,Albania,2020-03-09,41.1533,20.1683,,0,0,2
151,10,Albania,2020-03-10,41.1533,20.1683,,0,0,10
152,12,Albania,2020-03-11,41.1533,20.1683,,1,0,11
153,23,Albania,2020-03-12,41.1533,20.1683,,1,0,22
154,33,Albania,2020-03-13,41.1533,20.1683,,1,0,32
155,38,Albania,2020-03-14,41.1533,20.1683,,1,0,37
156,42,Albania,2020-03-15,41.1533,20.1683,,1,0,41
157,51,Albania,2020-03-16,41.1533,20.1683,,1,0,50
158,55,Albania,2020-03-17,41.1533,20.1683,,1,0,54
159,59,Albania,2020-03-18,41.1533,20.1683,,2,0,57
160,64,Albania,2020-03-19,41.1533,20.1683,,2,0,62
161,70,Albania,2020-03-20,41.1533,20.1683,,2,0,68
162,76,Albania,2020-03-21,41.1533,20.1683,,2,2,72
163,89,Albania,2020-03-22,41.1533,20.1683,,2,2,85
164,104,Albania,2020-03-23,41.1533,20.1683,,4,2,98
165,123,Albania,2020-03-24,41.1533,20.1683,,5,10,108
166,146,Albania,2020-03-25,41.1533,20.1683,,5,17,124
167,174,Albania,2020-03-26,41.1533,20.1683,,6,17,151
168,186,Albania,2020-03-27,41.1533,20.1683,,8,31,147
169,197,Albania,2020-03-28,41.1533,20.1683,,10,31,156
170,212,Albania,2020-03-29,41.1533,20.1683,,10,33,169
171,223,Albania,2020-03-30,41.1533,20.1683,,11,44,168
172,243,Albania,2020-03-31,41.1533,20.1683,,15,52,176
173,259,Albania,2020-04-01,41.1533,20.1683,,15,67,177
174,277,Albania,2020-04-02,41.1533,20.1683,,16,76,185
175,304,Albania,2020-04-03,41.1533,20.1683,,17,89,198
176,333,Albania,2020-04-04,41.1533,20.1683,,20,99,214
177,361,Albania,2020-04-05,41.1533,20.1683,,20,104,237
178,377,Albania,2020-04-06,41.1533,20.1683,,21,116,240
179,383,Albania,2020-04-07,41.1533,20.1683,,22,131,230
180,400,Albania,2020-04-08,41.1533,20.1683,,22,154,224
181,409,Albania,2020-04-09,41.1533,20.1683,,23,165,221
182,416,Albania,2020-04-10,41.1533,20.1683,,23,182,211
183,433,Albania,2020-04-11,41.1533,20.1683,,23,197,213
184,446,Albania,2020-04-12,41.1533,20.1683,,23,217,206
185,467,Albania,2020-04-13,41.1533,20.1683,,23,232,212
186,475,Albania,2020-04-14,41.1533,20.1683,,24,248,203
187,494,Albania,2020-04-15,41.1533,20.1683,,25,251,218
188,518,Albania,2020-04-16,41.1533,20.1683,,26,277,215
189,539,Albania,2020-04-17,41.1533,20.1683,,26,283,230
190,548,Albania,2020-04-18,41.1533,20.1683,,26,302,220
191,562,Albania,2020-04-19,41.1533,20.1683,,26,314,222
192,584,Albania,2020-04-20,41.1533,20.1683,,26,327,231
193,609,Albania,2020-04-21,41.1533,20.1683,,26,345,238
194,634,Albania,2020-04-22,41.1533,20.1683,,27,356,251
195,663,Albania,2020-04-23,41.1533,20.1683,,27,385,251
196,678,Albania,2020-04-24,41.1533,20.1683,,27,394,257
197,712,Albania,2020-04-25,41.1533,20.1683,,27,403,282
198,726,Albania,2020-04-26,41.1533,20.1683,,28,410,288
199,736,Albania,2020-04-27,41.1533,20.1683,,28,422,286
200,750,Albania,2020-04-28,41.1533,20.1683,,30,431,289
201,766,Albania,2020-04-29,41.1533,20.1683,,30,455,281
202,773,Albania,2020-04-30,41.1533,20.1683,,31,470,272
203,782,Albania,2020-05-01,41.1533,20.1683,,31,488,263
204,789,Albania,2020-05-02,41.1533,20.1683,,31,519,239
205,795,Albania,2020-05-03,41.1533,20.1683,,31,531,233
206,0,Algeria,2020-01-22,28.0339,1.6596,,0,0,0
207,0,Algeria,2020-01-23,28.0339,1.6596,,0,0,0
208,0,Algeria,2020-01-24,28.0339,1.6596,,0,0,0
209,0,Algeria,2020-01-25,28.0339,1.6596,,0,0,0
210,0,Algeria,2020-01-26,28.0339,1.6596,,0,0,0
211,0,Algeria,2020-01-27,28.0339,1.6596,,0,0,0
212,0,Algeria,2020-01-28,28.0339,1.6596,,0,0,0
213,0,Algeria,2020-01-29,28.0339,1.6596,,0,0,0
214,0,Algeria,2020-01-30,28.0339,1.6596,,0,0,0
215,0,Algeria,2020-01-31,28.0339,1.6596,,0,0,0
216,0,Algeria,2020-02-01,28.0339,1.6596,,0,0,0
217,0,Algeria,2020-02-02,28.0339,1.6596,,0,0,0
218,0,Algeria,2020-02-03,28.0339,1.6596,,0,0,0
219,0,Algeria,2020-02-04,28.0339,1.6596,,0,0,0
220,0,Algeria,2020-02-05,28.0339,1.6596,,0,0,0
221,0,Algeria,2020-02-06,28.0339,1.6596,,0,0,0
222,0,Algeria,2020-02-07,28.0339,1.6596,,0,0,0
223,0,Algeria,2020-02-08,28.0339,1.6596,,0,0,0
224,0,Algeria,2020-02-09,28.0339,1.6596,,0,0,0
225,0,Algeria,2020-02-10,28.0339,1.6596,,0,0,0
226,0,Algeria,2020-02-11,28.0339,1.6596,,0,0,0
227,0,Algeria,2020-02-12,28.0339,1.6596,,0,0,0
228,0,Algeria,2020-02-13,28.0339,1.6596,,0,0,0
229,0,Algeria,2020-02-14,28.0339,1.6596,,0,0,0
230,0,Algeria,2020-02-15,28.0339,1.6596,,0,0,0
231,0,Algeria,2020-02-16,28.0339,1.6596,,0,0,0
232,0,Algeria,2020-02-17,28.0339,1.6596,,0,0,0
233,0,Algeria,2020-02-18,28.0339,1.6596,,0,0,0
234,0,Algeria,2020-02-19,28.0339,1.6596,,0,0,0
235,0,Algeria,2020-02-20,28.0339,1.6596,,0,0,0
236,0,Algeria,2020-02-21,28.0339,1.6596,,0,0,0
237,0,Algeria,2020-02-22,28.0339,1.6596,,0,0,0
238,0,Algeria,2020-02-23,28.0339,1.6596,,0,0,0
239,0,Algeria,2020-02-24,28.0339,1.6596,,0,0,0
240,1,Algeria,2020-02-25,28.0339,1.6596,,0,0,1
241,1,Algeria,2020-02-26,28.0339,1.6596,,0,0,1
242,1,Algeria,2020-02-27,28.0339,1.6596,,0,0,1
243,1,Algeria,2020-02-28,28.0339,1.6596,,0,0,1
244,1,Algeria,2020-02-29,28.0339,1.6596,,0,0,1
245,1,Algeria,2020-03-01,28.0339,1.6596,,0,0,1
246,3,Algeria,2020-03-02,28.0339,1.6596,,0,0,3
247,5,Algeria,2020-03-03,28.0339,1.6596,,0,0,5
248,12,Algeria,2020-03-04,28.0339,1.6596,,0,0,12
249,12,Algeria,2020-03-05,28.0339,1.6596,,0,0,12
250,17,Algeria,2020-03-06,28.0339,1.6596,,0,0,17
251,17,Algeria,2020-03-07,28.0339,1.6596,,0,0,17
252,19,Algeria,2020-03-08,28.0339,1.6596,,0,0,19
253,20,Algeria,2020-03-09,28.0339,1.6596,,0,0,20
254,20,Algeria,2020-03-10,28.0339,1.6596,,0,0,20
255,20,Algeria,2020-03-11,28.0339,1.6596,,0,0,20
256,24,Algeria,2020-03-12,28.0339,1.6596,,1,8,15
257,26,Algeria,2020-03-13,28.0339,1.6596,,2,8,16
258,37,Algeria,2020-03-14,28.0339,1.6596,,3,12,22
259,48,Algeria,2020-03-15,28.0339,1.6596,,4,12,32
260,54,Algeria,2020-03-16,28.0339,1.6596,,4,12,38
261,60,Algeria,2020-03-17,28.0339,1.6596,,4,12,44
262,74,Algeria,2020-03-18,28.0339,1.6596,,7,12,55
263,87,Algeria,2020-03-19,28.0339,1.6596,,9,32,46
264,90,Algeria,2020-03-20,28.0339,1.6596,,11,32,47
265,139,Algeria,2020-03-21,28.0339,1.6596,,15,32,92
266,201,Algeria,2020-03-22,28.0339,1.6596,,17,65,119
267,230,Algeria,2020-03-23,28.0339,1.6596,,17,65,148
268,264,Algeria,2020-03-24,28.0339,1.6596,,19,24,221
269,302,Algeria,2020-03-25,28.0339,1.6596,,21,65,216
270,367,Algeria,2020-03-26,28.0339,1.6596,,25,29,313
271,409,Algeria,2020-03-27,28.0339,1.6596,,26,29,354
272,454,Algeria,2020-03-28,28.0339,1.6596,,29,31,394
273,511,Algeria,2020-03-29,28.0339,1.6596,,31,31,449
274,584,Algeria,2020-03-30,28.0339,1.6596,,35,37,512
275,716,Algeria,2020-03-31,28.0339,1.6596,,44,46,626
276,847,Algeria,2020-04-01,28.0339,1.6596,,58,61,728
277,986,Algeria,2020-04-02,28.0339,1.6596,,86,61,839
278,1171,Algeria,2020-04-03,28.0339,1.6596,,105,62,1004
279,1251,Algeria,2020-04-04,28.0339,1.6596,,130,90,1031
280,1320,Algeria,2020-04-05,28.0339,1.6596,,152,90,1078
281,1423,Algeria,2020-04-06,28.0339,1.6596,,173,90,1160
282,1468,Algeria,2020-04-07,28.0339,1.6596,,193,113,1162
283,1572,Algeria,2020-04-08,28.0339,1.6596,,205,237,1130
284,1666,Algeria,2020-04-09,28.0339,1.6596,,235,347,1084
285,1761,Algeria,2020-04-10,28.0339,1.6596,,256,405,1100
286,1825,Algeria,2020-04-11,28.0339,1.6596,,275,460,1090
287,1914,Algeria,2020-04-12,28.0339,1.6596,,293,591,1030
288,1983,Algeria,2020-04-13,28.0339,1.6596,,313,601,1069
289,2070,Algeria,2020-04-14,28.0339,1.6596,,326,691,1053
290,2160,Algeria,2020-04-15,28.0339,1.6596,,336,708,1116
291,2268,Algeria,2020-04-16,28.0339,1.6596,,348,783,1137
292,2418,Algeria,2020-04-17,28.0339,1.6596,,364,846,1208
293,2534,Algeria,2020-04-18,28.0339,1.6596,,367,894,1273
294,2629,Algeria,2020-04-19,28.0339,1.6596,,375,1047,1207
295,2718,Algeria,2020-04-20,28.0339,1.6596,,384,1099,1235
296,2811,Algeria,2020-04-21,28.0339,1.6596,,392,1152,1267
297,2910,Algeria,2020-04-22,28.0339,1.6596,,402,1204,1304
298,3007,Algeria,2020-04-23,28.0339,1.6596,,407,1355,1245
299,3127,Algeria,2020-04-24,28.0339,1.6596,,415,1408,1304
300,3256,Algeria,2020-04-25,28.0339,1.6596,,419,1479,1358
301,3382,Algeria,2020-04-26,28.0339,1.6596,,425,1508,1449
302,3517,Algeria,2020-04-27,28.0339,1.6596,,432,1558,1527
303,3649,Algeria,2020-04-28,28.0339,1.6596,,437,1651,1561
304,3848,Algeria,2020-04-29,28.0339,1.6596,,444,1702,1702
305,4006,Algeria,2020-04-30,28.0339,1.6596,,450,1779,1777
306,4154,Algeria,2020-05-01,28.0339,1.6596,,453,1821,1880
307,4295,Algeria,2020-05-02,28.0339,1.6596,,459,1872,1964
308,4474,Algeria,2020-05-03,28.0339,1.6596,,463,1936,2075
309,0,Andorra,2020-01-22,42.5063,1.5218,,0,0,0
310,0,Andorra,2020-01-23,42.5063,1.5218,,0,0,0
311,0,Andorra,2020-01-24,42.5063,1.5218,,0,0,0
312,0,Andorra,2020-01-25,42.5063,1.5218,,0,0,0
313,0,Andorra,2020-01-26,42.5063,1.5218,,0,0,0
314,0,Andorra,2020-01-27,42.5063,1.5218,,0,0,0
315,0,Andorra,2020-01-28,42.5063,1.5218,,0,0,0
316,0,Andorra,2020-01-29,42.5063,1.5218,,0,0,0
317,0,Andorra,2020-01-30,42.5063,1.5218,,0,0,0
318,0,Andorra,2020-01-31,42.5063,1.5218,,0,0,0
319,0,Andorra,2020-02-01,42.5063,1.5218,,0,0,0
320,0,Andorra,2020-02-02,42.5063,1.5218,,0,0,0
321,0,Andorra,2020-02-03,42.5063,1.5218,,0,0,0
322,0,Andorra,2020-02-04,42.5063,1.5218,,0,0,0
323,0,Andorra,2020-02-05,42.5063,1.5218,,0,0,0
324,0,Andorra,2020-02-06,42.5063,1.5218,,0,0,0
325,0,Andorra,2020-02-07,42.5063,1.5218,,0,0,0
326,0,Andorra,2020-02-08,42.5063,1.5218,,0,0,0
327,0,Andorra,2020-02-09,42.5063,1.5218,,0,0,0
328,0,Andorra,2020-02-10,42.5063,1.5218,,0,0,0
329,0,Andorra,2020-02-11,42.5063,1.5218,,0,0,0
330,0,Andorra,2020-02-12,42.5063,1.5218,,0,0,0
331,0,Andorra,2020-02-13,42.5063,1.5218,,0,0,0
332,0,Andorra,2020-02-14,42.5063,1.5218,,0,0,0
333,0,Andorra,2020-02-15,42.5063,1.5218,,0,0,0
334,0,Andorra,2020-02-16,42.5063,1.5218,,0,0,0
335,0,Andorra,2020-02-17,42.5063,1.5218,,0,0,0
336,0,Andorra,2020-02-18,42.5063,1.5218,,0,0,0
337,0,Andorra,2020-02-19,42.5063,1.5218,,0,0,0
338,0,Andorra,2020-02-20,42.5063,1.5218,,0,0,0
339,0,Andorra,2020-02-21,42.5063,1.5218,,0,0,0
340,0,Andorra,2020-02-22,42.5063,1.5218,,0,0,0
341,0,Andorra,2020-02-23,42.5063,1.5218,,0,0,0
342,0,Andorra,2020-02-24,42.5063,1.5218,,0,0,0
343,0,Andorra,2020-02-25,42.5063,1.5218,,0,0,0
344,0,Andorra,2020-02-26,42.5063,1.5218,,0,0,0
345,0,Andorra,2020-02-27,42.5063,1.5218,,0,0,0
346,0,Andorra,2020-02-28,42.5063,1.5218,,0,0,0
347,0,Andorra,2020-02-29,42.5063,1.5218,,0,0,0
348,0,Andorra,2020-03-01,42.5063,1.5218,,0,0,0
349,1,Andorra,2020-03-02,42.5063,1.5218,,0,0,1
350,1,Andorra,2020-03-03,42.5063,1.5218,,0,0,1
351,1,Andorra,2020-03-04,42.5063,1.5218,,0,0,1
352,1,Andorra,2020-03-05,42.5063,1.5218,,0,0,1
353,1,Andorra,2020-03-06,42.5063,1.5218,,0,0,1
354,1,Andorra,2020-03-07,42.5063,1.5218,,0,0,1
355,1,Andorra,2020-03-08,42.5063,1.5218,,0,0,1
356,1,Andorra,2020-03-09,42.5063,1.5218,,0,0,1
357,1,Andorra,2020-03-10,42.5063,1.5218,,0,0,1
358,1,Andorra,2020-03-11,42.5063,1.5218,,0,0,1
359,1,Andorra,2020-03-12,42.5063,1.5218,,0,1,0
360,1,Andorra,2020-03-13,42.5063,1.5218,,0,0,1
361,1,Andorra,2020-03-14,42.5063,1.5218,,0,1,0
362,1,Andorra,2020-03-15,42.5063,1.5218,,0,1,0
363,2,Andorra,2020-03-16,42.5063,1.5218,,0,1,1
364,39,Andorra,2020-03-17,42.5063,1.5218,,0,1,38
365,39,Andorra,2020-03-18,42.5063,1.5218,,0,1,38
366,53,Andorra,2020-03-19,42.5063,1.5218,,0,1,52
367,75,Andorra,2020-03-20,42.5063,1.5218,,0,1,74
368,88,Andorra,2020-03-21,42.5063,1.5218,,0,1,87
369,113,Andorra,2020-03-22,42.5063,1.5218,,1,1,111
370,133,Andorra,2020-03-23,42.5063,1.5218,,1,1,131
371,164,Andorra,2020-03-24,42.5063,1.5218,,1,1,162
372,188,Andorra,2020-03-25,42.5063,1.5218,,1,1,186
373,224,Andorra,2020-03-26,42.5063,1.5218,,3,1,220
374,267,Andorra,2020-03-27,42.5063,1.5218,,3,1,263
375,308,Andorra,2020-03-28,42.5063,1.5218,,3,1,304
376,334,Andorra,2020-03-29,42.5063,1.5218,,6,1,327
377,370,Andorra,2020-03-30,42.5063,1.5218,,8,10,352
378,376,Andorra,2020-03-31,42.5063,1.5218,,12,10,354
379,390,Andorra,2020-04-01,42.5063,1.5218,,14,10,366
380,428,Andorra,2020-04-02,42.5063,1.5218,,15,10,403
381,439,Andorra,2020-04-03,42.5063,1.5218,,16,16,407
382,466,Andorra,2020-04-04,42.5063,1.5218,,17,21,428
383,501,Andorra,2020-04-05,42.5063,1.5218,,18,26,457
384,525,Andorra,2020-04-06,42.5063,1.5218,,21,31,473
385,545,Andorra,2020-04-07,42.5063,1.5218,,22,39,484
386,564,Andorra,2020-04-08,42.5063,1.5218,,23,52,489
387,583,Andorra,2020-04-09,42.5063,1.5218,,25,58,500
388,601,Andorra,2020-04-10,42.5063,1.5218,,26,71,504
389,601,Andorra,2020-04-11,42.5063,1.5218,,26,71,504
390,638,Andorra,2020-04-12,42.5063,1.5218,,29,128,481
391,646,Andorra,2020-04-13,42.5063,1.5218,,29,128,489
392,659,Andorra,2020-04-14,42.5063,1.5218,,31,128,500
393,673,Andorra,2020-04-15,42.5063,1.5218,,33,169,471
394,673,Andorra,2020-04-16,42.5063,1.5218,,33,169,471
395,696,Andorra,2020-04-17,42.5063,1.5218,,35,191,470
396,704,Andorra,2020-04-18,42.5063,1.5218,,35,205,464
397,713,Andorra,2020-04-19,42.5063,1.5218,,36,235,442
398,717,Andorra,2020-04-20,42.5063,1.5218,,37,248,432
399,717,Andorra,2020-04-21,42.5063,1.5218,,37,282,398
400,723,Andorra,2020-04-22,42.5063,1.5218,,37,309,377
401,723,Andorra,2020-04-23,42.5063,1.5218,,37,333,353
402,731,Andorra,2020-04-24,42.5063,1.5218,,40,344,347
403,738,Andorra,2020-04-25,42.5063,1.5218,,40,344,354
404,738,Andorra,2020-04-26,42.5063,1.5218,,40,344,354
405,743,Andorra,2020-04-27,42.5063,1.5218,,40,385,318
406,743,Andorra,2020-04-28,42.5063,1.5218,,41,398,304
407,743,Andorra,2020-04-29,42.5063,1.5218,,42,423,278
408,745,Andorra,2020-04-30,42.5063,1.5218,,42,468,235
409,745,Andorra,2020-05-01,42.5063,1.5218,,43,468,234
410,747,Andorra,2020-05-02,42.5063,1.5218,,44,472,231
411,748,Andorra,2020-05-03,42.5063,1.5218,,45,493,210
412,0,Angola,2020-01-22,-11.2027,17.8739,,0,0,0
413,0,Angola,2020-01-23,-11.2027,17.8739,,0,0,0
414,0,Angola,2020-01-24,-11.2027,17.8739,,0,0,0
415,0,Angola,2020-01-25,-11.2027,17.8739,,0,0,0
416,0,Angola,2020-01-26,-11.2027,17.8739,,0,0,0
417,0,Angola,2020-01-27,-11.2027,17.8739,,0,0,0
418,0,Angola,2020-01-28,-11.2027,17.8739,,0,0,0
419,0,Angola,2020-01-29,-11.2027,17.8739,,0,0,0
420,0,Angola,2020-01-30,-11.2027,17.8739,,0,0,0
421,0,Angola,2020-01-31,-11.2027,17.8739,,0,0,0
422,0,Angola,2020-02-01,-11.2027,17.8739,,0,0,0
